participant_id,distribution_type,distribution_name,engagement_id,engagement_started_PDT,engagement_completed_PDT,engagement_participation_status,BrokerPanelId,Q1_province,Q1a_urban_rural,Q2_canadian_tenure,Q3_generation,Q4_identity_top3_1,Q4_identity_top3_2,Q4_identity_top3_3,Q4_identity_top3_4,Q4_identity_top3_5,Q4_identity_top3_6,Q4_identity_top3_7,Q4_identity_top3_8,Q4_Other,Q4_Other_sentiment,Q4_Other_sentiment_percentage,Q5_identity_connection,Q5b_identity_connection_why,Q5b_Video_transcription,Q5b_Video_sentiment,Q5b_Video_sentiment_percentage,Q5b_Text,Q5b_Text_sentiment,Q5b_Text_sentiment_percentage,Q6_oneword,Q6_Video_transcription,Q6_Video_sentiment,Q6_Video_sentiment_percentage,Q6_Text,Q6_Text_sentiment,Q6_Text_sentiment_percentage,Q7_values_1,Q7_values_2,Q7_values_3,Q7_values_4,Q7_values_5,Q7_values_6,Q7_values_7,Q7_values_8,Q7_Other,Q7_Other_sentiment,Q7_Other_sentiment_percentage,Q8_onesentance,Q8_Video_transcription,Q8_Video_sentiment,Q8_Video_sentiment_percentage,Q8_Text,Q8_Text_sentiment,Q8_Text_sentiment_percentage,Q9_divisions_1,Q9_divisions_2,Q9_divisions_3,Q9_divisions_4,Q9_divisions_5,Q9_divisions_6,Q9_divisions_7,Q9_divisions_other,Q9_divisions_other_sentiment,Q9_divisions_other_sentiment_percentage,Q10_Connection_building_1,Q10_Connection_building_2,Q10_Connection_building_3,Q10_Connection_building_4,Q10_Connection_building_5,Q10_Connection_building_6,Q10_Connection_building_7,Q10_Other,Q10_Other_sentiment,Q10_Other_sentiment_percentage,Q11_cover_tailgate,Q11_video_transcription,Q11_video_sentiment,Q11_video_sentiment_percentage,Q11_Text,Q11_Text_sentiment,Q11_Text_sentiment_percentage,Q12_Future_hope,Q12_Future_hope_sentiment,Q12_Future_hope_sentiment_percentage,Q13_Future_fear,Q13_Future_fear_sentiment,Q13_Future_fear_sentiment_percentage,Q14_video_consent
52e7a216-95c0-47a9-8750-6c21be2a87b7,Link,ARF,523de20e-f036-4020-b979-5c86c85f9acf,2025-05-05 09:34:47,2025-05-05 09:40:25,Completed,535244,Ontario,Urban (big city or downtown area),All my life,Gen X (born ~1965–1980),,,,Community relationships and networks,Work and creative contributions,,Personal passions and curiosities,,,,,Somewhat connected,I'll type my answer instead📱,,,,Canada has rapidly changed for the worse,NEGATIVE,0.9039001465,I'll type my answer instead📱,,,,polite,NEUTRAL,0.7652657032,,Freedom and autonomy,,,Environmental regeneration,,Community care networks,,,,,I'll type my answer instead📱,,,,Limit immigration,NEUTRAL,0.6420339346,,Political polarization,,,Economic inequality,,,,,,Honest dialogue and listening,Collaborative community projects,,,,,,,,,I'll type my answer instead📱,,,,Look out stay safe,POSITIVE,0.5877764821,Calm,NEUTRAL,0.5630595088,Promise,NEUTRAL,0.8433651924,
6ec24d72-de86-4768-942e-7732fe27c168,Link,ARF,3185d34b-66b3-4149-b56c-a0f99cc49596,2025-05-05 09:35:04,2025-05-05 09:48:02,Completed,327103,Ontario,"Rural (small town, village, or countryside)",20+ years,Boomer (born ~1946–1964),,,,Community relationships and networks,Work and creative contributions,Belief systems and core values,,,,,,Very connected,I'll type my answer instead📱,,,,"I feel patriotic to this Country as a multicultural mosaic, the land, the trees, rocks, water, mountains that is the landscape. A country that has strong social networks and support systems. ",POSITIVE,0.9613077641,I'll type my answer instead📱,,,,Possessive,NEUTRAL,0.9012647271,Equitable systems,Freedom and autonomy,,,,Technological innovation and adaptation,,,,,,I'll type my answer instead📱,,,,By having real European type transportation. A robust public health system. Strong armed forces. Productive resource with sovereign funds. Invested in apprenticeships and technologic inn ovation,POSITIVE,0.9384439588,,Political polarization,,,Economic inequality,,,,,,Honest dialogue and listening,,,,,Newcomer integration and knowledge,,,,,I'll type my answer instead📱,,,,"A vast landmass with a population drawn from around the world based on the history of its native peoples, the French and English conquests and different culturally than any other country",NEUTRAL,0.9291826487,Unity,NEUTRAL,0.9980376363,51st,NEUTRAL,0.9945423603,
b1ac99ef-00a5-4c7c-955b-2ce9c0be34a7,Link,ARF,652c7719-dcc6-4c26-9805-509c951c7e3c,2025-05-05 09:35:44,2025-05-05 09:38:52,Completed,501111,Ontario,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),,,,Community relationships and networks,,Belief systems and core values,Personal passions and curiosities,,,,,A little connected,I'll type my answer instead📱,,,,Connected to the beauty of the country and outdoorsyness,POSITIVE,0.9710809588,I'll type my answer instead📱,,,,Hockey,NEUTRAL,0.9963566065,Equitable systems,,Embracing pluralism,Indigenous reconciliation and rights,,,,,,,,I'll type my answer instead📱,,,,Commitment to indigenous land preservation and recognition,POSITIVE,0.7499610186,Resource and regional tensions,Political polarization,,,,,,,,,Honest dialogue and listening,Collaborative community projects,,,,,,,,,I'll type my answer instead📱,,,,Unsure,NEUTRAL,0.970829308,Community,NEUTRAL,0.998814106,Division,NEUTRAL,0.999542594,
13865d57-e5cc-40ea-8a39-8dc46e472619,Link,ARF,5788af87-5c4c-4467-bfa1-2737315beb05,2025-05-05 09:35:51,2025-05-05 09:41:19,Completed,508098,Ontario,"Rural (small town, village, or countryside)",All my life,Millennial (born ~1981–1996),,,,Community relationships and networks,Work and creative contributions,Belief systems and core values,,,,,,A little connected,I'll type my answer instead📱,,,,"Canada doesn't define who I am. My faith in Jesus forms my world view, and as Canada diveriges from the foundations of faith it was formed on, I feel less connected to Canada",MIXED,0.5407197475,I'll type my answer instead📱,,,,unstable,NEGATIVE,0.937269628,,Freedom and autonomy,,,,Technological innovation and adaptation,,,,,,I'll type my answer instead📱,,,,"Reduced taxes, reduced debt load",POSITIVE,0.6865227818,,Political polarization,Urban/rural disconnection,,,,,,,,,,,,,,Other,A shared common belief system,NEUTRAL,0.5808317661,I'll type my answer instead📱,,,,A house built on sand will never last.....,NEGATIVE,0.7788686156,faith,NEUTRAL,0.8417873383,fear,NEGATIVE,0.8358823061,
421da5b3-2637-455a-9ffa-7214086a090d,Link,ARF,b063c9ba-64c4-44af-9189-17674380fb56,2025-05-05 09:36:00,2025-05-05 09:39:46,Completed,572463,Ontario,Urban (big city or downtown area),All my life,Boomer (born ~1946–1964),,,,Community relationships and networks,,Belief systems and core values,Personal passions and curiosities,,,,,Very connected,I'll type my answer instead📱,,,,Vey proud to be Canadian. Canada is a free country.,POSITIVE,0.9836021662,I'll type my answer instead📱,,,,Pride,NEUTRAL,0.9814878702,Equitable systems,,Embracing pluralism,,,,Community care networks,,,,,I'll type my answer instead📱,,,,Embrace our differences and get rid of hateful people.,POSITIVE,0.7642270923,,Political polarization,,,,Cultural misunderstanding,,,,,Honest dialogue and listening,,Cultural celebration and exchange,,,,,,,,I'll type my answer instead📱,,,,Canada. Still free!,POSITIVE,0.6405531764,Peace,NEUTRAL,0.6492047906,Hate,NEGATIVE,0.7893084288,
b86a7ae7-c0ad-4b0c-83e1-0b952d679a3d,Link,ARF,326b0ac7-38dc-4676-9597-7734a7399c25,2025-05-05 09:36:42,2025-05-05 09:42:18,Completed,245381,Ontario,"Rural (small town, village, or countryside)",All my life,Boomer (born ~1946–1964),Heritage and ancestral connections,,Regional landscape and place,,,Belief systems and core values,,,,,,Very connected,I'll type my answer instead📱,,,,I am a caring person that understands some people need help and we should help them. Its not about race or taxes.,POSITIVE,0.8774741292,I'll type my answer instead📱,,,,Compassion,NEUTRAL,0.839553237,,Freedom and autonomy,,,,Technological innovation and adaptation,Community care networks,,,,,I'll type my answer instead📱,,,,Became less angry and realized how good our country is.,POSITIVE,0.9570994377,Resource and regional tensions,,,,,,,,,,Honest dialogue and listening,,,,,,,,,,I'll type my answer instead📱,,,,The best is yet to come,POSITIVE,0.5103436708,Peace,NEUTRAL,0.6492047906,Far right greed,NEGATIVE,0.4013398588,
b109045a-3252-4914-9666-1523578a739a,Link,ARF,1355d1c9-ee1d-4ded-b5a9-8d1e70abb5cc,2025-05-05 09:36:49,2025-05-05 09:50:10,Completed,571481,Alberta,Suburban (residential area near a city),All my life,Gen X (born ~1965–1980),,,Regional landscape and place,,,Belief systems and core values,Personal passions and curiosities,,,,,Somewhat connected,I'll type my answer instead📱,,,,"There seems to be a huge shift in the values in what sets Canadians apart from the world, especially our neighbors to the south. I think that the threats we are facing have somewhat brought the country together but there still seems to be an underlying anger and resentment, especially in the province where I live. Albertans seem to be quite divisive ",NEGATIVE,0.6045227051,I'll type my answer instead📱,,,,Tolerant,POSITIVE,0.6566592455,Equitable systems,,,,,Technological innovation and adaptation,Community care networks,,,,,I'll type my answer instead📱,,,,I would love to see Canadians stand strong on their own with indepence and unity,POSITIVE,0.9819703102,Resource and regional tensions,,,,Economic inequality,,,,,,Honest dialogue and listening,Collaborative community projects,,,,,,,,,I'll type my answer instead📱,,,,"Canada, a country of vast beauty and future thinkers",POSITIVE,0.9092054963,Peace,NEUTRAL,0.6492047906,Division,NEUTRAL,0.999542594,
e9223127-66c0-4110-bf61-ba5baf43985f,Link,ARF,2a26ac1a-75b9-4efa-b85e-33fd4b60b9df,2025-05-05 09:37:00,2025-05-05 09:40:46,Completed,539667,Nova Scotia,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),,,,Community relationships and networks,Work and creative contributions,,Personal passions and curiosities,,,,,Very connected,I'll type my answer instead📱,,,,"born and raised here, proud to be canadian",POSITIVE,0.9699158072,I'll type my answer instead📱,,,,nice,POSITIVE,0.9978482723,Equitable systems,,,,Environmental regeneration,,Community care networks,,,,,I'll type my answer instead📱,,,,got rid of the political divide,NEUTRAL,0.4283318222,,Political polarization,,,Economic inequality,,,,,,,Collaborative community projects,,Educational transformation,,,,,,,I'll type my answer instead📱,,,,united,NEUTRAL,0.9975076914,united,NEUTRAL,0.9975076914,divisiveness,NEUTRAL,0.7827672362,
c1a85eeb-0765-4189-abda-cb3bd83a7257,Link,ARF,92f2e729-d322-4845-90f4-ea4fc321c65f,2025-05-05 09:37:29,2025-05-05 09:59:36,Completed,107102,Ontario,Suburban (residential area near a city),All my life,Boomer (born ~1946–1964),Heritage and ancestral connections,Cultural and linguistic frameworks,,,,Belief systems and core values,,,,,,Very connected,I'll type my answer instead📱,,,,"We not only accept but also promote multiculturalism; we value   community, respect of individuals and human values over money and greed; we are willing to recognize our our flaws BUT also work at improving ourselves.",POSITIVE,0.9801138043,I'll type my answer instead📱,,,,"LOYAL! Our word is our bond! We always remain true to our international commitments and, as a result, we can always be trusted.",POSITIVE,0.9920399189,,Freedom and autonomy,Embracing pluralism,Indigenous reconciliation and rights,,,,,,,,I'll type my answer instead📱,,,,"We will have eliminated interprovincial trade barriers, successfully migrated our economy away from the US and, in the process, we would have become much more united!",POSITIVE,0.9862110019,Resource and regional tensions,,,,,Cultural misunderstanding,,,,,Honest dialogue and listening,,,Educational transformation,,,,,,,I'll type my answer instead📱,,,,"Despite a multitude of challenges, we remained united, strong and free!",POSITIVE,0.968722403,UNITED,NEUTRAL,0.9983566403,BROKEN,NEUTRAL,0.4995234907,
cbdccfb5-4024-48e1-b028-4635a9df6e29,Link,ARF,829574ca-818a-4d8f-a221-fee9f5097cbc,2025-05-05 09:37:30,2025-05-05 09:45:48,Completed,462131,Saskatchewan,Suburban (residential area near a city),All my life,Boomer (born ~1946–1964),,,,Community relationships and networks,Work and creative contributions,,Personal passions and curiosities,,,,,Very connected,I'll type my answer instead📱,,,,I have no attachments other than Canadian.,NEUTRAL,0.48761186,I'll type my answer instead📱,,,,Independent country.,NEUTRAL,0.9913311005,Equitable systems,Freedom and autonomy,,,,Technological innovation and adaptation,,,,,,I'll type my answer instead📱,,,,Maintained our independence from any other country.,POSITIVE,0.743065834,,Political polarization,,Generational perspectives,,,,,,,Honest dialogue and listening,,,Educational transformation,,,,,,,I'll type my answer instead📱,,,,Canada's new direction.,NEUTRAL,0.7930208445,Prosperity.,NEUTRAL,0.8289936185,Absorption.,NEUTRAL,0.8813556433,
170b82c8-0fad-40f2-9e7c-3b5e5485ba53,Link,ARF,639be9ea-5e4c-4dad-bd57-479c48e9b6fa,2025-05-05 09:38:27,2025-05-05 09:45:56,Completed,397675,British Columbia,"Rural (small town, village, or countryside)",All my life,Millennial (born ~1981–1996),Heritage and ancestral connections,Cultural and linguistic frameworks,,,,Belief systems and core values,,,,,,Very connected,I'll type my answer instead📱,,,,My family has been in canada for hundreds of years. We fought wars for this place and established a culture.,POSITIVE,0.7194874883,I'll type my answer instead📱,,,,Subverted,NEUTRAL,0.5648619533,,Freedom and autonomy,,,,,,Other,Protecting traditional canadian heritage against the invasion of pluralsitic globalism,POSITIVE,0.7785775661,I'll type my answer instead📱,,,,Kick out all the non Canadian immigrants trump style,NEGATIVE,0.4258876741,,,,,,,Other,Globalism and mass immigration.,NEUTRAL,0.7867795825,,,,,,,Other,A homogenous culture and people,NEUTRAL,0.8770269752,I'll type my answer instead📱,,,,Great country becomes a post nationalist globalist shit hole,MIXED,0.7230911851,Recovery of true Canadian ifentity,POSITIVE,0.6671480536,Over run by non canadians.,NEGATIVE,0.6282944679,
fe18fac7-b902-484f-bb74-a5a0eef5a7f1,Link,ARF,6df87588-f079-4f07-ad28-e2d6063a8eae,2025-05-05 09:38:37,2025-05-05 09:44:09,Completed,251536,Ontario,Suburban (residential area near a city),All my life,Gen X (born ~1965–1980),Heritage and ancestral connections,,,Community relationships and networks,,Belief systems and core values,,,,,,Very connected,I'll type my answer instead📱,,,,It;s just in my blood from birth & the fact that my whole life has lived the great Canadian experience in my life,POSITIVE,0.6825994253,I'll type my answer instead📱,,,,Honoured,NEUTRAL,0.9678465724,Equitable systems,Freedom and autonomy,,,,,Community care networks,,,,,I'll type my answer instead📱,,,,Getting greater independence from the US & getting an even greater sovereignty,POSITIVE,0.9801514745,,,,Generational perspectives,,Cultural misunderstanding,,,,,Honest dialogue and listening,,Cultural celebration and exchange,,,,,,,,I'll type my answer instead📱,,,,"Honestly, I'm not sure what that would be",NEUTRAL,0.8259812593,Unity!!!!,NEUTRAL,0.5306762457,Misinformation dividing us,NEGATIVE,0.9405108094,
70033783-68e5-4546-911e-dc5459019687,Link,ARF,dc3059bb-eee0-4832-af45-322d4be2dfb1,2025-05-05 09:38:45,2025-05-05 09:49:42,Completed,235789,Ontario,Suburban (residential area near a city),All my life,Millennial (born ~1981–1996),Heritage and ancestral connections,,,Community relationships and networks,,,Personal passions and curiosities,,,,,Very connected,I'll type my answer instead📱,,,,My grandparents immigrated here after WWII and made a home here. They were able to flee war and poverty and build a life. Without Canadian opportunity we wouldn’t be living the standards we are today. Very grateful their families decided to take a chance on Canada.,POSITIVE,0.9670231938,I'll type my answer instead📱,,,,Free,POSITIVE,0.5138632655,,Freedom and autonomy,,,Environmental regeneration,Technological innovation and adaptation,,,,,,I'll type my answer instead📱,,,,Built an economy that is safeguarded and prosperous that puts Canadians standard of living higher while keeping our social programs,POSITIVE,0.9968120456,,Political polarization,,,Economic inequality,,,,,,Honest dialogue and listening,,,Educational transformation,,,,,,,I'll type my answer instead📱,,,,Built by everyone yet no one in particular,NEUTRAL,0.4242514968,Freedom,NEUTRAL,0.6831740141,Sovereignty,NEUTRAL,0.8559790254,
18f9a8e1-bc48-4106-96bf-39554810fa77,Link,ARF,98c318d1-2cff-4a3d-a8f9-30c3598c3c30,2025-05-05 09:39:03,2025-05-05 09:45:05,Completed,226708,Ontario,Suburban (residential area near a city),All my life,Boomer (born ~1946–1964),Heritage and ancestral connections,,,,,Belief systems and core values,Personal passions and curiosities,,,,,Somewhat connected,I'll type my answer instead📱,,,,"I feel that I share with my fellow Canadians the belief that we should all live and let live, to treat all others as we would want to be treated.",POSITIVE,0.957929194,I'll type my answer instead📱,,,,Acceptance,NEUTRAL,0.7750474811,Equitable systems,,,,,Technological innovation and adaptation,Community care networks,,,,,I'll type my answer instead📱,,,,Improved environmental conditions,POSITIVE,0.6917957067,,,,,Economic inequality,Cultural misunderstanding,,,,,Honest dialogue and listening,,,Educational transformation,,,,,,,I'll type my answer instead📱,,,,Still here!,NEUTRAL,0.851508677,Acceptance,NEUTRAL,0.7750474811,Partisanship,NEUTRAL,0.8381975889,
c97045fb-a199-404c-b8fb-26b6990b2a39,Link,ARF,e721bc62-eea8-4c5e-a883-963394f07c75,2025-05-05 09:39:03,2025-05-05 09:51:37,Completed,549982,Ontario,Urban (big city or downtown area),All my life,Gen Z (born ~1997–2012),Heritage and ancestral connections,,,,,Belief systems and core values,Personal passions and curiosities,,,,,Somewhat connected,I'll type my answer instead📱,,,,I feel more connected to my parents heritage and culture rather than Canada's,POSITIVE,0.9361843467,I'll type my answer instead📱,,,,"I think of ""proud"" because many Canadians are proud ",POSITIVE,0.9332907796,,Freedom and autonomy,,,,,,,,,,I'll type my answer instead📱,,,,Stopping mass immigration and allowing minimal amounts of immigrants into the country at a time,POSITIVE,0.8143969774,,,,,Economic inequality,Cultural misunderstanding,,,,,Honest dialogue and listening,Collaborative community projects,,,,,,,,,I'll type my answer instead📱,,,,Strong and free,POSITIVE,0.9778709412,Change,NEUTRAL,0.9566780925,Climate,NEUTRAL,0.9961180687,
5b3e1bfc-f855-4574-85d9-6008259ad15d,Link,ARF,330f94f0-4ecd-4b9e-a8c2-3014929e9548,2025-05-05 09:39:11,2025-05-05 09:57:11,Completed,546647,Ontario,"Rural (small town, village, or countryside)",All my life,Boomer (born ~1946–1964),,,Regional landscape and place,,Work and creative contributions,Belief systems and core values,,,,,,Very connected,I'll type my answer instead📱,,,,"I was born in Canada.  Our landscape, weather, institutions, history and shared experiences have shaped my life and helped to shape who I am.  I have had enjoyed enormous opportunities having been born a Canadian and I feel deeply connected to this place that shaped who I am.",POSITIVE,0.9949506521,I'll type my answer instead📱,,,,decent,POSITIVE,0.9690629244,Equitable systems,,,Indigenous reconciliation and rights,Environmental regeneration,,,,,,,I'll type my answer instead📱,,,,reach net zero emissions,NEGATIVE,0.6985439658,,Political polarization,,,Economic inequality,,,,,,Honest dialogue and listening,,,,Indigenous-led reconciliation,,,,,,I'll type my answer instead📱,,,,Canada is a work in progress,POSITIVE,0.8932721615,Sharing,NEUTRAL,0.9646577835,polarization,NEUTRAL,0.8685814142,
d1756d84-564b-4b4b-86a2-86c51b974ed5,Link,ARF,10449f75-e714-4554-bbc0-32c95bb3f022,2025-05-05 09:39:33,2025-05-05 09:44:17,Completed,306254,Ontario,Suburban (residential area near a city),All my life,Boomer (born ~1946–1964),Heritage and ancestral connections,,Regional landscape and place,,Work and creative contributions,,,,,,,Very connected,I'll type my answer instead📱,,,,I was born here. It's a free country. Free health care.,POSITIVE,0.9295408726,I'll type my answer instead📱,,,,Nice people.,POSITIVE,0.9942494631,Equitable systems,Freedom and autonomy,,,Environmental regeneration,,,,,,,I'll type my answer instead📱,,,,Not becoming the 51st state.,NEUTRAL,0.6391053796,,,Urban/rural disconnection,,,Cultural misunderstanding,,,,,Honest dialogue and listening,,Cultural celebration and exchange,,,,,,,,I'll type my answer instead📱,,,,Not sure.,NEGATIVE,0.5657438636,Staying a country,NEUTRAL,0.6277073026,Becoming the 51st state.,NEUTRAL,0.9860764742,
feaa4746-52ab-46aa-898c-f482df049f22,Link,ARF,4d11abce-ff87-4706-80d7-190fa7884c38,2025-05-05 09:39:34,2025-05-05 09:43:19,Completed,458865,Ontario,Urban (big city or downtown area),All my life,Gen Z (born ~1997–2012),,,,,,,,Other,I don’t have one,NEUTRAL,0.7496569753,A little connected,I'll type my answer instead📱,,,,"I have never had culture, no community and my parents cut us off from the rest of the family ",NEGATIVE,0.8633745313,I'll type my answer instead📱,,,,Lies,NEUTRAL,0.9957992435,Equitable systems,Freedom and autonomy,,Indigenous reconciliation and rights,,,,,,,,I'll type my answer instead📱,,,,Takes care of its citizens and offer more opportunities for Canadians,POSITIVE,0.9975370169,,,,,Economic inequality,,,,,,,,,,Indigenous-led reconciliation,,,,,,I'll type my answer instead📱,,,,False sense of hope,NEGATIVE,0.93020612,Reconciliation,NEUTRAL,0.8985446692,Poor,NEGATIVE,0.9966362715,
8a68ce18-8075-42bf-858e-da938aee005a,Link,ARF,60cf6e28-a641-4915-8de8-03839b16cc8d,2025-05-05 09:40:17,2025-05-05 09:44:01,Completed,557838,Ontario,Suburban (residential area near a city),All my life,Gen Z (born ~1997–2012),,,,,,Belief systems and core values,Personal passions and curiosities,Other,N/A,NEUTRAL,0.9988700747,A little connected,I'll type my answer instead📱,,,,"I just live here, if anything.",NEUTRAL,0.8911426067,I'll type my answer instead📱,,,,N/A,NEUTRAL,0.9988700747,Equitable systems,Freedom and autonomy,,Indigenous reconciliation and rights,,,,,,,,I'll type my answer instead📱,,,,I have no answer for this.,NEGATIVE,0.9269806743,,,,Generational perspectives,,Cultural misunderstanding,,,,,,Collaborative community projects,Cultural celebration and exchange,,,,,,,,I'll type my answer instead📱,,,,I don't know.,NEUTRAL,0.9766358137,N/A,NEUTRAL,0.9988700747,N/A,NEUTRAL,0.9988700747,
3fac1d26-2847-4f0a-9dc7-8e612e5ce1bb,Link,ARF,1f964adb-c014-416f-b696-8fd3db7f3174,2025-05-05 09:40:31,2025-05-05 09:42:59,Completed,391539,Saskatchewan,Urban (big city or downtown area),20+ years,Millennial (born ~1981–1996),Heritage and ancestral connections,,,,,,,,,,,Not at all connected,I'll type my answer instead📱,,,,The diversity is not great for Latin Americans.,NEGATIVE,0.9120640755,I'll type my answer instead📱,,,,Nothing,NEGATIVE,0.587518692,,Freedom and autonomy,,,,,,,,,,I'll type my answer instead📱,,,,Elected a conservative government!,NEUTRAL,0.4880197644,,,,Generational perspectives,Economic inequality,,,,,,,,,,,,Other,A united country,NEUTRAL,0.9654597044,I'll type my answer instead📱,,,,A strong and united country,POSITIVE,0.9850615859,A united country,NEUTRAL,0.9654597044,Division among provinces,NEUTRAL,0.9983870983,
e939c340-71f9-4a51-ba97-bc83c082e285,Link,ARF,611fdfc7-b0ba-45cf-b67b-e88eae62996c,2025-05-05 09:41:18,2025-05-05 09:45:12,Completed,507630,Saskatchewan,Urban (big city or downtown area),20+ years,Gen X (born ~1965–1980),,,,,,,,Other,Lack of politics down east,NEGATIVE,0.9016994238,Somewhat connected,I'll type my answer instead📱,,,,Canadian flag,NEUTRAL,0.9784472585,I'll type my answer instead📱,,,,Friendly,NEUTRAL,0.6383116841,,,,,,,,Other,Lack of east politics,NEGATIVE,0.9464773536,I'll type my answer instead📱,,,,Put in a conservative govt,NEGATIVE,0.5250697136,,,,Generational perspectives,,,,,,,Honest dialogue and listening,,,,,,,,,,I'll type my answer instead📱,,,,Govt scandals,NEUTRAL,0.7378932834,New govt in the east,NEUTRAL,0.8827957511,Govt,NEUTRAL,0.9933544397,
20b3b23d-6ae0-4654-870f-73cce0aa5c05,Link,ARF,f01b8514-66e7-4431-b35b-7d55b826c518,2025-05-05 09:43:40,2025-05-05 09:50:57,Completed,542527,British Columbia,Suburban (residential area near a city),All my life,Gen Z (born ~1997–2012),,,,Community relationships and networks,,Belief systems and core values,Personal passions and curiosities,,,,,Somewhat connected,I'll type my answer instead📱,,,,"Ive grown in connection over the past little while, but still dont feel all the way connected  ",MIXED,0.4867466986,I'll type my answer instead📱,,,,"Strength, connection, diversity",POSITIVE,0.9068536162,,,,Indigenous reconciliation and rights,Environmental regeneration,,Community care networks,,,,,I'll type my answer instead📱,,,,"Restored environment, built further social nets, and work towards sharing these improvements with the rest of the world. ",POSITIVE,0.94486022,Resource and regional tensions,Political polarization,,,,,,,,,Honest dialogue and listening,Collaborative community projects,,,,,,,,,I'll type my answer instead📱,,,,Not sure,NEUTRAL,0.592210114,Progress,NEUTRAL,0.6705823541,Division,NEUTRAL,0.999542594,
70fa7467-4ac4-4175-93db-9e3ac859fd89,Link,ARF,97e05613-f7f1-486b-b475-c2f896e662c9,2025-05-05 09:43:43,2025-05-05 09:50:09,Completed,343596,British Columbia,"Rural (small town, village, or countryside)",20+ years,Boomer (born ~1946–1964),,,Regional landscape and place,,,Belief systems and core values,Personal passions and curiosities,,,,,Somewhat connected,I'll type my answer instead📱,,,,Because I have lived here most of my life,NEUTRAL,0.7204617262,I'll type my answer instead📱,,,,Apathetic,NEUTRAL,0.6566646099,Equitable systems,Freedom and autonomy,,,,Technological innovation and adaptation,,,,,,I'll type my answer instead📱,,,,Cancelled interprovincial trade barriers and had a federal government that worked for all Canadians,POSITIVE,0.7121938467,Resource and regional tensions,Political polarization,,,,,,,,,Honest dialogue and listening,,,,,Newcomer integration and knowledge,,,,,I'll type my answer instead📱,,,,"Canada for all, no exceptions ",NEUTRAL,0.5220571756,Unity,NEUTRAL,0.9980376363,Apathy,NEUTRAL,0.5909910202,
ce3d8c0f-ef6d-44ac-8cfc-40fa328bdae9,Link,ARF,b3f059c4-a513-4d2d-8e83-854636106d4f,2025-05-05 09:43:57,2025-05-05 09:54:33,Completed,462841,Quebec,Urban (big city or downtown area),All my life,Gen Z (born ~1997–2012),Heritage and ancestral connections,,,,,Belief systems and core values,Personal passions and curiosities,,,,,A little connected,I'll type my answer instead📱,,,,Because my political ideology is distinct from the rest of most Canadians,NEUTRAL,0.9799787998,I'll type my answer instead📱,,,,Diverse,NEUTRAL,0.9927090406,Equitable systems,,Embracing pluralism,Indigenous reconciliation and rights,,,,,,,,I'll type my answer instead📱,,,,Significantly committed and succeeded with environmental causes and Indigenous reconciliation,POSITIVE,0.9989268184,,Political polarization,,,Economic inequality,,,,,,,,Cultural celebration and exchange,,,Newcomer integration and knowledge,,,,,I'll type my answer instead📱,,,,The oppressed gain a voice.,NEGATIVE,0.4337776899,Reconciliation,NEUTRAL,0.8985446692,Regression,NEUTRAL,0.9693834186,
ce67238f-e47f-49c2-ac48-3af7058e34ae,Link,ARF,77f0ca23-eb18-4ed6-a508-23ec5acd5986,2025-05-05 09:44:01,2025-05-05 09:48:46,Completed,377016,Ontario,"Rural (small town, village, or countryside)",All my life,Millennial (born ~1981–1996),Heritage and ancestral connections,,,,Work and creative contributions,,Personal passions and curiosities,,,,,Somewhat connected,I'll type my answer instead📱,,,,"I have a tattoo of the maple leaf. Anywhere I go in the world, I’m proud to show it off because Canada is much better than a lot of other countries. ",POSITIVE,0.9706346393,I'll type my answer instead📱,,,,True north strong and free,POSITIVE,0.9616401196,Equitable systems,,,Indigenous reconciliation and rights,,,Community care networks,,,,,I'll type my answer instead📱,,,,Reconciled with indigenous people and ensured everyone had access to clean water,POSITIVE,0.9561644793,,Political polarization,,,,,,,,,Honest dialogue and listening,,,,,,,,,,I'll type my answer instead📱,,,,We look to the past to make the future better,POSITIVE,0.7112700939,Unity,NEUTRAL,0.9980376363,Separation,NEUTRAL,0.9575356841,
665d85a4-1197-4385-9376-aebdf2883259,Link,ARF,3ebd9852-478a-422a-834f-3029dd6b4986,2025-05-05 09:44:25,2025-05-05 09:48:47,Completed,525890,Alberta,Urban (big city or downtown area),All my life,Gen Z (born ~1997–2012),,,,Community relationships and networks,,Belief systems and core values,Personal passions and curiosities,,,,,Very connected,I'll type my answer instead📱,,,,"I feel like many of my core values, like respect for diversity are also respected by the Canadian state",POSITIVE,0.9834940434,I'll type my answer instead📱,,,,Teamwork,NEUTRAL,0.9876218438,Equitable systems,Freedom and autonomy,Embracing pluralism,,,,,,,,,I'll type my answer instead📱,,,,If Canada focused on building its own identity that's completely disconnected from comparing ourselves to Americans,NEUTRAL,0.5483108163,Resource and regional tensions,,,,Economic inequality,,,,,,Honest dialogue and listening,,Cultural celebration and exchange,,,,,,,,I'll type my answer instead📱,,,,The frontier and today's pioneers,NEUTRAL,0.6867371798,Freedom,NEUTRAL,0.6831740141,America,NEUTRAL,0.9898257852,
